features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X3,above_3",Categorical,0.5014000000000001,0.07448254471656846,0.5662840997188991,0.09622793688675718,0.0,0.0010732523403810257,0.0
"X3,above_4",Categorical,0.5564153846153846,0.07552484759038111,0.6144516979149341,0.09419254332347805,0.0,0.010770154604407778,0.0
"X3,above_5",Categorical,0.5344000000000001,0.08124374022313217,0.5761580267922688,0.0964199616566238,0.01,0.008029539362726545,0.0
"X3,count_3",Categorical,0.5615692307692308,0.08020210565489716,0.6354416419761231,0.09116622580250702,0.04,0.017860939902073936,0.0
"X3,count_5",Categorical,0.5344000000000001,0.08124374022313217,0.5761580267922688,0.0964199616566238,0.01,0.008029539362726545,0.0
"X5,above_3",Categorical,0.5525692307692309,0.07822378911451397,0.6422559834819535,0.07993688113245562,0.0,0.01165711931427671,0.0
"X5,above_4",Categorical,0.5958769230769231,0.08408192116891491,0.6516418529355573,0.08915043288806423,0.03,0.05533961374443619,0.0
"X5,above_5",Categorical,0.5629076923076923,0.09216293649784238,0.5918385045202372,0.11364940097034684,0.02,0.03491515439093207,0.0
"X5,count_3",Categorical,0.5749076923076923,0.08751201303841379,0.6541832017777187,0.0912023022064647,0.04,0.03817734637821224,0.0
"X5,count_5",Categorical,0.5629076923076923,0.09216293649784238,0.5918385045202372,0.11364940097034684,0.02,0.03491515439093207,0.0
"above_3,above_4",Categorical,0.6091846153846153,0.0811763964294924,0.6558015575678072,0.08695288244285003,0.04,0.06833499830150869,0.0
"above_3,above_5",Categorical,0.5157076923076924,0.08061605842349058,0.5797299769948946,0.08536509129595916,0.0,0.00392815066492147,0.0
"above_3,count_3",Categorical,0.6071230769230769,0.060521463746050434,0.705403429168157,0.05178285589084431,0.02,0.02116286326422201,0.0
